States,Years,Quarter,District,RegisteredUsers,AppOpens,lat,lon
madhya-pradesh,2023,1,katni district,317477,31459722,23.8143419,77.5340719
madhya-pradesh,2023,1,dindori district,108680,38322192,23.8143419,77.5340719
madhya-pradesh,2023,1,shivpuri district,368571,77723539,23.8143419,77.5340719
madhya-pradesh,2023,1,gwalior district,1123707,34624349,23.8143419,77.5340719
madhya-pradesh,2023,1,anuppur district,183119,25516447,23.8143419,77.5340719
madhya-pradesh,2023,1,agar malwa district,154686,31911322,23.8143419,77.5340719
madhya-pradesh,2023,1,ashoknagar district,180467,37121086,23.8143419,77.5340719
madhya-pradesh,2023,1,sagar district,699722,72760363,23.8143419,77.5340719
madhya-pradesh,2023,1,niwari district,79831,9762781,23.8143419,77.5340719
madhya-pradesh,2023,1,rewa district,651354,47280365,23.8143419,77.5340719
madhya-pradesh,2023,1,shajapur district,311369,42769385,23.8143419,77.5340719
madhya-pradesh,2023,1,ujjain district,832451,68659362,23.8143419,77.5340719
madhya-pradesh,2023,1,bhind district,401533,34108201,23.8143419,77.5340719
madhya-pradesh,2023,1,tikamgarh district,203615,34104680,23.8143419,77.5340719
madhya-pradesh,2023,1,seoni district,329353,72346958,23.8143419,77.5340719
madhya-pradesh,2023,1,harda district,161225,25064139,23.8143419,77.5340719
madhya-pradesh,2023,1,burhanpur district,187246,28593494,23.8143419,77.5340719
madhya-pradesh,2023,1,damoh district,244449,47365687,23.8143419,77.5340719
madhya-pradesh,2023,1,bhopal district,2101098,36857306,23.8143419,77.5340719
madhya-pradesh,2023,1,jhabua district,162127,40991184,23.8143419,77.5340719
madhya-pradesh,2023,1,dhar district,679569,96755650,23.8143419,77.5340719
madhya-pradesh,2023,1,guna district,423812,59399911,23.8143419,77.5340719
madhya-pradesh,2023,1,east nimar district,325222,64812841,23.8143419,77.5340719
madhya-pradesh,2023,1,chhindwara district,642022,85439101,23.8143419,77.5340719
madhya-pradesh,2023,1,umaria district,125957,29184137,23.8143419,77.5340719
madhya-pradesh,2023,1,mandla district,202648,40564672,23.8143419,77.5340719
madhya-pradesh,2023,1,indore district,2780295,57741292,23.8143419,77.5340719
madhya-pradesh,2023,1,shahdol district,267723,44837756,23.8143419,77.5340719
madhya-pradesh,2023,1,ratlam district,507397,49315913,23.8143419,77.5340719
madhya-pradesh,2023,1,panna district,163536,41423381,23.8143419,77.5340719
madhya-pradesh,2023,1,chhatarpur district,418638,59282579,23.8143419,77.5340719
madhya-pradesh,2023,2,morena district,501991,44303961,23.8143419,77.5340719
madhya-pradesh,2023,2,alirajpur district,79103,33655290,23.8143419,77.5340719
madhya-pradesh,2023,2,sehore district,550240,75759384,23.8143419,77.5340719
madhya-pradesh,2023,2,rajgarh district,476568,95790411,23.8143419,77.5340719
madhya-pradesh,2023,2,khargone district,480998,90066564,23.8143419,77.5340719
madhya-pradesh,2023,2,satna district,623076,62087030,23.8143419,77.5340719
madhya-pradesh,2023,2,narsinghpur district,359174,33933096,23.8143419,77.5340719
madhya-pradesh,2023,2,jabalpur district,1065846,46208809,23.8143419,77.5340719
madhya-pradesh,2023,2,hoshangabad district,466410,48289574,23.8143419,77.5340719
madhya-pradesh,2023,2,vidisha district,470884,76792927,23.8143419,77.5340719
madhya-pradesh,2023,2,balaghat district,473522,57362715,23.8143419,77.5340719
madhya-pradesh,2023,2,singrauli district,379057,72561114,23.8143419,77.5340719
madhya-pradesh,2023,2,betul district,480548,82699553,23.8143419,77.5340719
madhya-pradesh,2023,2,sidhi district,237697,51657758,23.8143419,77.5340719
madhya-pradesh,2023,2,datia district,182229,25734205,23.8143419,77.5340719
madhya-pradesh,2023,2,dewas district,605064,86037242,23.8143419,77.5340719
madhya-pradesh,2023,2,sheopur district,128883,29668961,23.8143419,77.5340719
madhya-pradesh,2023,2,neemuch district,307893,41838144,23.8143419,77.5340719
madhya-pradesh,2023,2,raisen district,463359,85008383,23.8143419,77.5340719
madhya-pradesh,2023,2,mandsaur district,485021,57161622,23.8143419,77.5340719
madhya-pradesh,2023,2,barwani district,234410,78673276,23.8143419,77.5340719
madhya-pradesh,2023,2,katni district,331658,35762902,23.8143419,77.5340719
madhya-pradesh,2023,2,dindori district,114018,47735012,23.8143419,77.5340719
madhya-pradesh,2023,2,shivpuri district,386527,86644836,23.8143419,77.5340719
madhya-pradesh,2023,2,gwalior district,1168513,39446121,23.8143419,77.5340719
madhya-pradesh,2023,2,anuppur district,191497,32180305,23.8143419,77.5340719
madhya-pradesh,2023,2,agar malwa district,162283,38105847,23.8143419,77.5340719
madhya-pradesh,2023,2,ashoknagar district,189217,38560971,23.8143419,77.5340719
madhya-pradesh,2023,2,sagar district,730094,84163812,23.8143419,77.5340719
madhya-pradesh,2023,2,niwari district,83757,13164451,23.8143419,77.5340719
madhya-pradesh,2023,2,rewa district,680100,63293893,23.8143419,77.5340719
madhya-pradesh,2023,2,shajapur district,325913,37918115,23.8143419,77.5340719
madhya-pradesh,2023,2,ujjain district,868546,70456020,23.8143419,77.5340719
madhya-pradesh,2023,2,bhind district,420416,44645036,23.8143419,77.5340719
madhya-pradesh,2023,2,tikamgarh district,213514,35225740,23.8143419,77.5340719
madhya-pradesh,2023,2,seoni district,344864,84759817,23.8143419,77.5340719
madhya-pradesh,2023,2,harda district,168686,35419049,23.8143419,77.5340719
madhya-pradesh,2023,2,burhanpur district,195346,32515070,23.8143419,77.5340719
madhya-pradesh,2023,2,damoh district,255940,50430375,23.8143419,77.5340719
madhya-pradesh,2023,2,bhopal district,2179557,44019208,23.8143419,77.5340719
madhya-pradesh,2023,2,jhabua district,169870,46313281,23.8143419,77.5340719
madhya-pradesh,2023,2,dhar district,710181,111729816,23.8143419,77.5340719
madhya-pradesh,2023,2,guna district,443002,67027382,23.8143419,77.5340719
madhya-pradesh,2023,2,east nimar district,340076,74236041,23.8143419,77.5340719
madhya-pradesh,2023,2,chhindwara district,670155,90179200,23.8143419,77.5340719
madhya-pradesh,2023,2,umaria district,131892,29365794,23.8143419,77.5340719
madhya-pradesh,2023,2,mandla district,212201,49178899,23.8143419,77.5340719
madhya-pradesh,2023,2,indore district,2883610,57765917,23.8143419,77.5340719
madhya-pradesh,2023,2,shahdol district,279795,50821975,23.8143419,77.5340719
madhya-pradesh,2023,2,ratlam district,530037,51291197,23.8143419,77.5340719
madhya-pradesh,2023,2,panna district,171675,51268795,23.8143419,77.5340719
madhya-pradesh,2023,2,chhatarpur district,438017,76713826,23.8143419,77.5340719
madhya-pradesh,2023,3,morena district,523618,55772952,23.8143419,77.5340719
madhya-pradesh,2023,3,alirajpur district,82755,61635791,23.8143419,77.5340719
madhya-pradesh,2023,3,sehore district,574004,68574381,23.8143419,77.5340719
madhya-pradesh,2023,3,rajgarh district,498342,85082042,23.8143419,77.5340719
madhya-pradesh,2023,3,khargone district,502250,120767554,23.8143419,77.5340719
madhya-pradesh,2023,3,satna district,649398,64078134,23.8143419,77.5340719
madhya-pradesh,2023,3,narsinghpur district,374949,33398789,23.8143419,77.5340719
madhya-pradesh,2023,3,jabalpur district,1108465,53599643,23.8143419,77.5340719
madhya-pradesh,2023,3,hoshangabad district,485827,54558428,23.8143419,77.5340719
madhya-pradesh,2023,3,vidisha district,491997,84360270,23.8143419,77.5340719
madhya-pradesh,2023,3,balaghat district,494116,63375517,23.8143419,77.5340719
madhya-pradesh,2023,3,singrauli district,395859,69276857,23.8143419,77.5340719
madhya-pradesh,2023,3,betul district,501106,119087448,23.8143419,77.5340719
madhya-pradesh,2023,3,sidhi district,248343,52621312,23.8143419,77.5340719
madhya-pradesh,2023,3,datia district,190350,32372149,23.8143419,77.5340719
madhya-pradesh,2023,3,dewas district,631092,81569960,23.8143419,77.5340719
madhya-pradesh,2023,3,sheopur district,134878,57224402,23.8143419,77.5340719
madhya-pradesh,2023,3,neemuch district,321168,44607023,23.8143419,77.5340719
madhya-pradesh,2023,3,raisen district,483639,90411025,23.8143419,77.5340719
madhya-pradesh,2023,3,mandsaur district,506057,62392434,23.8143419,77.5340719
madhya-pradesh,2023,3,barwani district,244670,111366342,23.8143419,77.5340719
madhya-pradesh,2023,3,katni district,346211,53941547,23.8143419,77.5340719
madhya-pradesh,2023,3,dindori district,119625,53110352,23.8143419,77.5340719
madhya-pradesh,2023,3,shivpuri district,404501,110216384,23.8143419,77.5340719
madhya-pradesh,2023,3,gwalior district,1215484,55087340,23.8143419,77.5340719
madhya-pradesh,2023,3,anuppur district,199852,35927203,23.8143419,77.5340719
madhya-pradesh,2023,3,agar malwa district,169779,40303565,23.8143419,77.5340719
madhya-pradesh,2023,3,ashoknagar district,197767,50693463,23.8143419,77.5340719
madhya-pradesh,2023,3,sagar district,761623,93899808,23.8143419,77.5340719
madhya-pradesh,2023,3,niwari district,87496,21802340,23.8143419,77.5340719
madhya-pradesh,2023,3,rewa district,708385,60349952,23.8143419,77.5340719
madhya-pradesh,2023,3,shajapur district,340357,35532200,23.8143419,77.5340719
madhya-pradesh,2023,3,ujjain district,905474,72105748,23.8143419,77.5340719
madhya-pradesh,2023,3,bhind district,439197,44531245,23.8143419,77.5340719
madhya-pradesh,2023,3,tikamgarh district,223613,42345853,23.8143419,77.5340719
madhya-pradesh,2023,3,seoni district,360143,103764316,23.8143419,77.5340719
madhya-pradesh,2023,3,harda district,175942,36579857,23.8143419,77.5340719
madhya-pradesh,2023,3,burhanpur district,203868,67368570,23.8143419,77.5340719
madhya-pradesh,2023,3,damoh district,267332,62535379,23.8143419,77.5340719
madhya-pradesh,2023,3,bhopal district,2265685,41064649,23.8143419,77.5340719
madhya-pradesh,2023,3,jhabua district,177684,77169061,23.8143419,77.5340719
madhya-pradesh,2023,3,dhar district,740878,149886193,23.8143419,77.5340719
madhya-pradesh,2023,3,guna district,462884,94517762,23.8143419,77.5340719
madhya-pradesh,2023,3,east nimar district,355175,87245982,23.8143419,77.5340719
madhya-pradesh,2023,3,chhindwara district,698604,114853112,23.8143419,77.5340719
madhya-pradesh,2023,3,umaria district,137969,33237721,23.8143419,77.5340719
madhya-pradesh,2023,3,mandla district,221870,56922238,23.8143419,77.5340719
madhya-pradesh,2023,3,indore district,2996261,57609040,23.8143419,77.5340719
madhya-pradesh,2023,3,shahdol district,291626,65075439,23.8143419,77.5340719
madhya-pradesh,2023,3,ratlam district,553133,67144841,23.8143419,77.5340719
madhya-pradesh,2023,3,panna district,179723,52413560,23.8143419,77.5340719
madhya-pradesh,2023,3,chhatarpur district,458009,91796995,23.8143419,77.5340719
madhya-pradesh,2023,4,morena district,543336,40618821,23.8143419,77.5340719
madhya-pradesh,2023,4,alirajpur district,85929,12626679,23.8143419,77.5340719
madhya-pradesh,2023,4,sehore district,596143,37410856,23.8143419,77.5340719
madhya-pradesh,2023,4,rajgarh district,518314,46673782,23.8143419,77.5340719
madhya-pradesh,2023,4,khargone district,521374,43994973,23.8143419,77.5340719
madhya-pradesh,2023,4,satna district,673980,40728338,23.8143419,77.5340719
madhya-pradesh,2023,4,narsinghpur district,389157,22289176,23.8143419,77.5340719
madhya-pradesh,2023,4,jabalpur district,1147811,68109854,23.8143419,77.5340719
madhya-pradesh,2023,4,hoshangabad district,504071,30024107,23.8143419,77.5340719
madhya-pradesh,2023,4,vidisha district,511681,31529654,23.8143419,77.5340719
madhya-pradesh,2023,4,balaghat district,512986,36349518,23.8143419,77.5340719
madhya-pradesh,2023,4,singrauli district,410819,25408732,23.8143419,77.5340719
madhya-pradesh,2023,4,betul district,520308,29802887,23.8143419,77.5340719
madhya-pradesh,2023,4,sidhi district,257759,20282329,23.8143419,77.5340719
madhya-pradesh,2023,4,datia district,197712,14758887,23.8143419,77.5340719
madhya-pradesh,2023,4,dewas district,654709,46583650,23.8143419,77.5340719
madhya-pradesh,2023,4,sheopur district,139890,16291190,23.8143419,77.5340719
madhya-pradesh,2023,4,neemuch district,333109,21040163,23.8143419,77.5340719
madhya-pradesh,2023,4,raisen district,502727,29757904,23.8143419,77.5340719
madhya-pradesh,2023,4,mandsaur district,525255,30993847,23.8143419,77.5340719
madhya-pradesh,2023,4,barwani district,254221,36176529,23.8143419,77.5340719
madhya-pradesh,2023,4,katni district,359525,25136982,23.8143419,77.5340719
madhya-pradesh,2023,4,dindori district,123961,14392437,23.8143419,77.5340719
madhya-pradesh,2023,4,shivpuri district,420483,38643834,23.8143419,77.5340719
madhya-pradesh,2023,4,gwalior district,1257720,54536254,23.8143419,77.5340719
madhya-pradesh,2023,4,anuppur district,207221,12490013,23.8143419,77.5340719
madhya-pradesh,2023,4,agar malwa district,176563,14939481,23.8143419,77.5340719
madhya-pradesh,2023,4,ashoknagar district,205278,16731897,23.8143419,77.5340719
madhya-pradesh,2023,4,sagar district,790240,42789122,23.8143419,77.5340719
madhya-pradesh,2023,4,niwari district,90874,8401658,23.8143419,77.5340719
madhya-pradesh,2023,4,rewa district,734299,39576494,23.8143419,77.5340719
madhya-pradesh,2023,4,shajapur district,353743,23128428,23.8143419,77.5340719
madhya-pradesh,2023,4,ujjain district,938748,55530828,23.8143419,77.5340719
madhya-pradesh,2023,4,bhind district,456163,28972717,23.8143419,77.5340719
madhya-pradesh,2023,4,tikamgarh district,232431,19400916,23.8143419,77.5340719
madhya-pradesh,2023,4,seoni district,374127,26703569,23.8143419,77.5340719
madhya-pradesh,2023,4,harda district,182890,16770231,23.8143419,77.5340719
madhya-pradesh,2023,4,burhanpur district,211544,26534467,23.8143419,77.5340719
madhya-pradesh,2023,4,damoh district,277377,21271145,23.8143419,77.5340719
madhya-pradesh,2023,4,bhopal district,2344171,109301690,23.8143419,77.5340719
madhya-pradesh,2023,4,jhabua district,184351,21594347,23.8143419,77.5340719
madhya-pradesh,2023,4,dhar district,768839,65542097,23.8143419,77.5340719
madhya-pradesh,2023,4,guna district,481267,27525910,23.8143419,77.5340719
madhya-pradesh,2023,4,east nimar district,368834,35101906,23.8143419,77.5340719
madhya-pradesh,2023,4,chhindwara district,724870,46835119,23.8143419,77.5340719
madhya-pradesh,2023,4,umaria district,143098,22651609,23.8143419,77.5340719
madhya-pradesh,2023,4,mandla district,230423,16940780,23.8143419,77.5340719
madhya-pradesh,2023,4,indore district,3098089,159225217,23.8143419,77.5340719
madhya-pradesh,2023,4,shahdol district,302201,18269817,23.8143419,77.5340719
madhya-pradesh,2023,4,ratlam district,573994,41647737,23.8143419,77.5340719
madhya-pradesh,2023,4,panna district,187097,15487641,23.8143419,77.5340719
madhya-pradesh,2023,4,chhatarpur district,476360,33022541,23.8143419,77.5340719
madhya-pradesh,2024,1,morena district,567218,47257520,23.8143419,77.5340719
madhya-pradesh,2024,1,alirajpur district,90150,79111676,23.8143419,77.5340719
madhya-pradesh,2024,1,sehore district,622467,71659503,23.8143419,77.5340719
madhya-pradesh,2024,1,rajgarh district,542046,105918665,23.8143419,77.5340719
madhya-pradesh,2024,1,khargone district,544387,131087309,23.8143419,77.5340719
madhya-pradesh,2024,1,satna district,703168,86305629,23.8143419,77.5340719
madhya-pradesh,2024,1,narsinghpur district,406477,40381545,23.8143419,77.5340719
madhya-pradesh,2024,1,jabalpur district,1193636,78989790,23.8143419,77.5340719
madhya-pradesh,2024,1,hoshangabad district,525637,58107802,23.8143419,77.5340719
madhya-pradesh,2024,1,vidisha district,535477,91227834,23.8143419,77.5340719
madhya-pradesh,2024,1,balaghat district,535642,84644478,23.8143419,77.5340719
madhya-pradesh,2024,1,singrauli district,428919,135936799,23.8143419,77.5340719
madhya-pradesh,2024,1,betul district,543553,154004011,23.8143419,77.5340719
madhya-pradesh,2024,1,sidhi district,269357,56845923,23.8143419,77.5340719
madhya-pradesh,2024,1,datia district,206618,49538881,23.8143419,77.5340719
madhya-pradesh,2024,1,dewas district,683061,101128519,23.8143419,77.5340719
madhya-pradesh,2024,1,sheopur district,146405,58379233,23.8143419,77.5340719
madhya-pradesh,2024,1,neemuch district,347544,47808739,23.8143419,77.5340719
madhya-pradesh,2024,1,raisen district,525370,97158456,23.8143419,77.5340719
madhya-pradesh,2024,1,mandsaur district,548440,48040987,23.8143419,77.5340719
madhya-pradesh,2024,1,barwani district,265627,150722040,23.8143419,77.5340719
madhya-pradesh,2024,1,katni district,375380,64828333,23.8143419,77.5340719
madhya-pradesh,2024,1,dindori district,129907,79671408,23.8143419,77.5340719
madhya-pradesh,2024,1,shivpuri district,440062,157889740,23.8143419,77.5340719
madhya-pradesh,2024,1,gwalior district,1307564,59380821,23.8143419,77.5340719
madhya-pradesh,2024,1,anuppur district,216384,33163859,23.8143419,77.5340719
madhya-pradesh,2024,1,agar malwa district,184770,52445392,23.8143419,77.5340719
madhya-pradesh,2024,1,ashoknagar district,214897,76001198,23.8143419,77.5340719
madhya-pradesh,2024,1,sagar district,824727,131388747,23.8143419,77.5340719
madhya-pradesh,2024,1,niwari district,95153,37558664,23.8143419,77.5340719
madhya-pradesh,2024,1,rewa district,764984,53015936,23.8143419,77.5340719
madhya-pradesh,2024,1,shajapur district,369603,34768274,23.8143419,77.5340719
madhya-pradesh,2024,1,ujjain district,978177,70346062,23.8143419,77.5340719
madhya-pradesh,2024,1,bhind district,476833,52685060,23.8143419,77.5340719
madhya-pradesh,2024,1,tikamgarh district,243252,60338656,23.8143419,77.5340719
madhya-pradesh,2024,1,seoni district,390981,114203764,23.8143419,77.5340719
madhya-pradesh,2024,1,harda district,191120,46137280,23.8143419,77.5340719
madhya-pradesh,2024,1,burhanpur district,220692,156445334,23.8143419,77.5340719
madhya-pradesh,2024,1,damoh district,289793,73239512,23.8143419,77.5340719
madhya-pradesh,2024,1,bhopal district,2436143,43463088,23.8143419,77.5340719
madhya-pradesh,2024,1,jhabua district,192970,115447192,23.8143419,77.5340719
madhya-pradesh,2024,1,dhar district,802038,200679543,23.8143419,77.5340719
madhya-pradesh,2024,1,guna district,502899,98632415,23.8143419,77.5340719
madhya-pradesh,2024,1,east nimar district,385461,127020489,23.8143419,77.5340719
madhya-pradesh,2024,1,chhindwara district,756689,144355015,23.8143419,77.5340719
madhya-pradesh,2024,1,umaria district,149790,53998150,23.8143419,77.5340719
madhya-pradesh,2024,1,mandla district,241085,90680424,23.8143419,77.5340719
madhya-pradesh,2024,1,indore district,3217251,53406722,23.8143419,77.5340719
madhya-pradesh,2024,1,shahdol district,315322,70910640,23.8143419,77.5340719
madhya-pradesh,2024,1,ratlam district,598584,82497291,23.8143419,77.5340719
madhya-pradesh,2024,1,panna district,196347,83585170,23.8143419,77.5340719
madhya-pradesh,2024,1,chhatarpur district,498497,102943669,23.8143419,77.5340719
madhya-pradesh,2024,2,morena district,589260,80220892,23.8143419,77.5340719
madhya-pradesh,2024,2,alirajpur district,93726,114261747,23.8143419,77.5340719
madhya-pradesh,2024,2,sehore district,646945,85803105,23.8143419,77.5340719
madhya-pradesh,2024,2,rajgarh district,563330,100791020,23.8143419,77.5340719
madhya-pradesh,2024,2,khargone district,565568,135206203,23.8143419,77.5340719
madhya-pradesh,2024,2,satna district,730055,127522731,23.8143419,77.5340719
madhya-pradesh,2024,2,narsinghpur district,422175,46998470,23.8143419,77.5340719
madhya-pradesh,2024,2,jabalpur district,1239008,83526863,23.8143419,77.5340719
madhya-pradesh,2024,2,hoshangabad district,545969,58421132,23.8143419,77.5340719
madhya-pradesh,2024,2,vidisha district,556945,112013248,23.8143419,77.5340719
madhya-pradesh,2024,2,balaghat district,556645,78313082,23.8143419,77.5340719
madhya-pradesh,2024,2,singrauli district,445679,252339126,23.8143419,77.5340719
madhya-pradesh,2024,2,betul district,564545,160471570,23.8143419,77.5340719
madhya-pradesh,2024,2,sidhi district,280122,58981551,23.8143419,77.5340719
madhya-pradesh,2024,2,datia district,214525,40622103,23.8143419,77.5340719
madhya-pradesh,2024,2,dewas district,709442,82998919,23.8143419,77.5340719
madhya-pradesh,2024,2,sheopur district,152073,89642003,23.8143419,77.5340719
madhya-pradesh,2024,2,neemuch district,360667,41866988,23.8143419,77.5340719
madhya-pradesh,2024,2,raisen district,546051,100102484,23.8143419,77.5340719
madhya-pradesh,2024,2,mandsaur district,569721,64457882,23.8143419,77.5340719
madhya-pradesh,2024,2,barwani district,275768,165726651,23.8143419,77.5340719
madhya-pradesh,2024,2,katni district,390250,77811784,23.8143419,77.5340719
madhya-pradesh,2024,2,dindori district,134860,85451500,23.8143419,77.5340719
madhya-pradesh,2024,2,shivpuri district,457156,140752248,23.8143419,77.5340719
madhya-pradesh,2024,2,gwalior district,1355896,64249698,23.8143419,77.5340719
madhya-pradesh,2024,2,anuppur district,224689,48159346,23.8143419,77.5340719
madhya-pradesh,2024,2,agar malwa district,192099,51857988,23.8143419,77.5340719
madhya-pradesh,2024,2,ashoknagar district,223120,73881253,23.8143419,77.5340719
madhya-pradesh,2024,2,sagar district,856655,152553225,23.8143419,77.5340719
madhya-pradesh,2024,2,niwari district,98944,17849183,23.8143419,77.5340719
madhya-pradesh,2024,2,rewa district,794199,72562997,23.8143419,77.5340719
madhya-pradesh,2024,2,shajapur district,384287,31154293,23.8143419,77.5340719
madhya-pradesh,2024,2,ujjain district,1015587,69187722,23.8143419,77.5340719
madhya-pradesh,2024,2,bhind district,495465,56336069,23.8143419,77.5340719
madhya-pradesh,2024,2,tikamgarh district,252813,59452751,23.8143419,77.5340719
madhya-pradesh,2024,2,seoni district,406322,145898531,23.8143419,77.5340719
madhya-pradesh,2024,2,harda district,198692,54184948,23.8143419,77.5340719
madhya-pradesh,2024,2,burhanpur district,229304,152559741,23.8143419,77.5340719
madhya-pradesh,2024,2,damoh district,301303,75649574,23.8143419,77.5340719
madhya-pradesh,2024,2,bhopal district,2528021,52923937,23.8143419,77.5340719
madhya-pradesh,2024,2,jhabua district,200251,120335479,23.8143419,77.5340719
madhya-pradesh,2024,2,dhar district,833099,227990674,23.8143419,77.5340719
madhya-pradesh,2024,2,guna district,523068,100204989,23.8143419,77.5340719
madhya-pradesh,2024,2,east nimar district,400508,121932344,23.8143419,77.5340719
madhya-pradesh,2024,2,chhindwara district,785786,144386168,23.8143419,77.5340719
madhya-pradesh,2024,2,umaria district,155535,64504265,23.8143419,77.5340719
madhya-pradesh,2024,2,mandla district,250434,105283879,23.8143419,77.5340719
madhya-pradesh,2024,2,indore district,3336262,50197542,23.8143419,77.5340719
madhya-pradesh,2024,2,shahdol district,327038,89198651,23.8143419,77.5340719
madhya-pradesh,2024,2,ratlam district,622246,66249585,23.8143419,77.5340719
madhya-pradesh,2024,2,panna district,204247,90345107,23.8143419,77.5340719
madhya-pradesh,2024,2,chhatarpur district,518111,134531192,23.8143419,77.5340719
madhya-pradesh,2024,3,mauganj district,140960,32214117,23.8143419,77.5340719
madhya-pradesh,2024,3,morena district,667923,53789077,23.8143419,77.5340719
madhya-pradesh,2024,3,alirajpur district,150716,74177587,23.8143419,77.5340719
madhya-pradesh,2024,3,sehore district,618139,111881966,23.8143419,77.5340719
madhya-pradesh,2024,3,rajgarh district,609991,106566662,23.8143419,77.5340719
madhya-pradesh,2024,3,maihar district,239842,26315644,23.8143419,77.5340719
madhya-pradesh,2024,3,khargone district,626663,162710200,23.8143419,77.5340719
madhya-pradesh,2024,3,satna district,553832,75965827,23.8143419,77.5340719
madhya-pradesh,2024,3,narsinghpur district,439580,46320765,23.8143419,77.5340719
madhya-pradesh,2024,3,jabalpur district,1280233,76565982,23.8143419,77.5340719
madhya-pradesh,2024,3,vidisha district,582100,118244785,23.8143419,77.5340719
madhya-pradesh,2024,3,balaghat district,577947,126743507,23.8143419,77.5340719
madhya-pradesh,2024,3,singrauli district,460713,94768019,23.8143419,77.5340719
madhya-pradesh,2024,3,betul district,564319,229933215,23.8143419,77.5340719
madhya-pradesh,2024,3,sidhi district,328015,55094353,23.8143419,77.5340719
madhya-pradesh,2024,3,datia district,268044,38377295,23.8143419,77.5340719
madhya-pradesh,2024,3,dewas district,710884,180041579,23.8143419,77.5340719
madhya-pradesh,2024,3,sheopur district,196044,84761173,23.8143419,77.5340719
madhya-pradesh,2024,3,neemuch district,395038,78629571,23.8143419,77.5340719
madhya-pradesh,2024,3,raisen district,565571,134328677,23.8143419,77.5340719
madhya-pradesh,2024,3,khandwa district,459231,138737659,23.8143419,77.5340719
madhya-pradesh,2024,3,mandsaur district,647118,97557189,23.8143419,77.5340719
madhya-pradesh,2024,3,barwani district,386833,134565618,23.8143419,77.5340719
madhya-pradesh,2024,3,katni district,455778,82231257,23.8143419,77.5340719
madhya-pradesh,2024,3,narmadapuram district,563373,112529360,23.8143419,77.5340719
madhya-pradesh,2024,3,dindori district,190042,95715989,23.8143419,77.5340719
madhya-pradesh,2024,3,shivpuri district,605767,153434370,23.8143419,77.5340719
madhya-pradesh,2024,3,gwalior district,1370838,82567865,23.8143419,77.5340719
madhya-pradesh,2024,3,anuppur district,244453,67753497,23.8143419,77.5340719
madhya-pradesh,2024,3,agar malwa district,237833,23657211,23.8143419,77.5340719
madhya-pradesh,2024,3,ashoknagar district,287728,106567998,23.8143419,77.5340719
madhya-pradesh,2024,3,sagar district,912167,170257242,23.8143419,77.5340719
madhya-pradesh,2024,3,niwari district,129271,10915565,23.8143419,77.5340719
madhya-pradesh,2024,3,rewa district,656273,26457702,23.8143419,77.5340719
madhya-pradesh,2024,3,shajapur district,392093,50245736,23.8143419,77.5340719
madhya-pradesh,2024,3,ujjain district,1086484,70000641,23.8143419,77.5340719
madhya-pradesh,2024,3,bhind district,484087,46288799,23.8143419,77.5340719
madhya-pradesh,2024,3,tikamgarh district,329780,51374479,23.8143419,77.5340719
madhya-pradesh,2024,3,seoni district,469662,145442985,23.8143419,77.5340719
madhya-pradesh,2024,3,harda district,213805,99773546,23.8143419,77.5340719
madhya-pradesh,2024,3,burhanpur district,271593,351040229,23.8143419,77.5340719
madhya-pradesh,2024,3,pandhurna district,135924,22357472,23.8143419,77.5340719
madhya-pradesh,2024,3,damoh district,385045,94164065,23.8143419,77.5340719
madhya-pradesh,2024,3,bhopal district,2456267,41852159,23.8143419,77.5340719
madhya-pradesh,2024,3,jhabua district,296549,75118439,23.8143419,77.5340719
madhya-pradesh,2024,3,dhar district,937167,191027193,23.8143419,77.5340719
madhya-pradesh,2024,3,guna district,534793,95292968,23.8143419,77.5340719
madhya-pradesh,2024,3,chhindwara district,702158,154516177,23.8143419,77.5340719
madhya-pradesh,2024,3,umaria district,186438,55335852,23.8143419,77.5340719
madhya-pradesh,2024,3,mandla district,331216,99534214,23.8143419,77.5340719
madhya-pradesh,2024,3,indore district,3457022,80186297,23.8143419,77.5340719
madhya-pradesh,2024,3,shahdol district,378085,50297691,23.8143419,77.5340719
madhya-pradesh,2024,3,ratlam district,683793,65881546,23.8143419,77.5340719
madhya-pradesh,2024,3,panna district,265993,130386456,23.8143419,77.5340719
madhya-pradesh,2024,3,chhatarpur district,642871,133277387,23.8143419,77.5340719
madhya-pradesh,2024,4,mauganj district,145858,11698953,23.8143419,77.5340719
madhya-pradesh,2024,4,morena district,694186,56818524,23.8143419,77.5340719
madhya-pradesh,2024,4,alirajpur district,157167,20388544,23.8143419,77.5340719
madhya-pradesh,2024,4,sehore district,636093,49287257,23.8143419,77.5340719
madhya-pradesh,2024,4,rajgarh district,630479,72749689,23.8143419,77.5340719
madhya-pradesh,2024,4,maihar district,246726,20340246,23.8143419,77.5340719
madhya-pradesh,2024,4,khargone district,648963,62449882,23.8143419,77.5340719
madhya-pradesh,2024,4,satna district,574226,40467051,23.8143419,77.5340719
madhya-pradesh,2024,4,narsinghpur district,455117,28676701,23.8143419,77.5340719
madhya-pradesh,2024,4,jabalpur district,1322938,77924942,23.8143419,77.5340719
madhya-pradesh,2024,4,vidisha district,602742,43775328,23.8143419,77.5340719
madhya-pradesh,2024,4,balaghat district,604638,53498210,23.8143419,77.5340719
madhya-pradesh,2024,4,singrauli district,476733,37834143,23.8143419,77.5340719
madhya-pradesh,2024,4,betul district,587531,41685390,23.8143419,77.5340719
